NDVI,NDRE,RGB_Damage_Score,N,P,K,Moisture,pH,Temperature,Humidity,Energy_Consumed_mAh,Latency_ms,Cluster_KMeans,Cluster_Agglomerative,Zone_ID,Image_Type,Action_Suggested,PCA1,PCA2,Cluster_Birch
0.58,0.35,0.51,16,30,38,31.99,6.45,38.37,55.66,9.7,31.12,0,0.0,Z6,RGB,Monitor,0.1216955047842228,-0.3539024692539084,1
0.84,0.16,0.5,16,22,31,28.08,5.07,36.31,41.13,6.39,50.07,1,1.0,Z5,Multispectral,Apply Pesticide,-0.1417273441490459,-0.3879151378049549,1
0.56,0.23,0.5,35,32,56,20.68,7.62,21.11,31.26,1.34,44.68,0,1.0,Z4,Multispectral,Apply Fertilizer,0.1987607456322047,-0.1247594544605185,1
0.58,0.35,0.06,57,31,74,24.51,5.39,34.27,58.34,6.63,96.64,0,1.0,Z8,RGB,Irrigate,0.144345652618388,0.2221857614451358,0
0.53,0.13,0.5,23,40,27,30.99,6.33,39.63,49.43,2.99,44.47,0,0.0,Z4,Multispectral,Irrigate,0.3235255467740793,-0.2043309010571974,1
0.58,0.35,0.56,29,17,26,34.43,6.87,24.48,71.54,5.25,68.51,1,1.0,Z6,RGB,Apply Pesticide,-0.2707135258665415,-0.2818338706871742,0
0.66,0.55,0.5,65,20,40,14.94,6.72,27.0,92.56,7.63,86.65,1,0.0,Z2,Multispectral,Monitor,-0.1511711080802116,0.1337010841401121,0
0.58,0.35,0.01,50,16,48,30.13,7.95,26.61,50.34,8.68,45.4,1,0.0,Z8,RGB,Apply Pesticide,-0.2412877929525396,0.0899520592224724,1
0.81,0.27,0.5,51,34,68,27.12,5.16,24.75,94.54,3.89,38.67,0,0.0,Z9,Multispectral,Monitor,0.2360540257942565,0.1512524552001342,1
0.34,0.54,0.5,40,21,24,12.91,6.85,24.1,53.24,9.75,83.46,1,0.0,Z7,Multispectral,Monitor,-0.1604836378172426,-0.2651378165092977,0
0.58,0.35,0.81,16,16,38,14.74,5.38,31.43,57.26,1.34,46.15,1,0.0,Z2,RGB,Apply Pesticide,-0.2132752451446245,-0.5021723299700184,0
0.29,0.13,0.5,62,21,39,9.64,6.36,29.33,75.23,8.87,87.28,1,1.0,Z3,Multispectral,Irrigate,-0.1330299276662042,0.0814535596746802,0
0.78,0.31,0.5,59,11,63,11.71,7.86,35.4,74.62,6.95,31.44,1,1.0,Z2,Multispectral,Monitor,-0.2450816867523988,0.1399220408696098,1
0.58,0.35,0.78,59,19,73,19.95,5.14,39.51,47.62,2.79,40.04,1,0.0,Z9,RGB,Apply Pesticide,-0.1265496384938693,0.3224864211878704,1
0.84,0.42,0.5,55,18,38,22.83,5.51,33.7,26.67,5.59,78.6,1,1.0,Z2,Multispectral,Apply Fertilizer,-0.2842781780887599,0.1711292655782033,0
0.58,0.35,0.56,22,20,66,26.7,7.85,26.2,77.54,7.05,19.28,1,0.0,Z5,RGB,Apply Pesticide,-0.0053682643470591,-0.3515292556343492,1
0.58,0.35,0.4,66,33,28,29.59,6.7,41.84,85.6,5.28,93.35,0,0.0,Z3,RGB,Monitor,0.114307321569108,0.3404285286575287,0
0.69,0.18,0.5,35,32,83,23.07,6.39,41.39,72.73,4.08,23.46,0,0.0,Z2,Multispectral,Apply Fertilizer,0.3126323909168659,-0.0242324602298427,1
0.58,0.35,0.28,25,25,40,21.53,5.1,40.12,53.52,4.67,42.13,0,1.0,Z8,RGB,Apply Pesticide,-0.0162917908655879,-0.2518240514864993,1
0.58,0.35,0.78,74,10,68,17.65,7.13,25.29,58.9,2.86,98.44,1,0.0,Z4,RGB,Apply Pesticide,-0.3664434148331805,0.3453243052076394,0
0.3,0.39,0.5,67,10,71,10.63,5.11,27.09,51.41,8.5,25.7,1,0.0,Z2,Multispectral,Apply Pesticide,-0.3623288087185652,0.3024557169694737,1
0.64,0.35,0.5,72,24,46,8.61,5.35,32.34,72.23,1.51,32.99,0,0.0,Z10,Multispectral,Apply Fertilizer,-0.0505502574811824,0.3897802401483456,1
0.58,0.35,0.29,34,24,78,33.5,6.35,22.7,66.44,2.98,40.95,1,0.0,Z8,RGB,Monitor,0.0281339949087927,-0.0742968234010008,1
0.58,0.35,0.89,56,10,53,20.79,6.02,35.19,36.3,6.8,91.17,1,1.0,Z9,RGB,Monitor,-0.4169048154985486,0.1317702739875631,0
0.88,0.41,0.5,64,21,77,32.06,6.18,19.35,88.83,3.62,37.7,1,0.0,Z9,Multispectral,Irrigate,-0.0831056923739597,0.3493097878589225,1
0.58,0.35,0.72,70,25,53,32.14,5.09,33.62,58.03,8.21,62.55,0,0.0,Z1,RGB,Apply Pesticide,-0.0996455165597524,0.4818109670004529,0
0.58,0.35,0.75,62,18,28,33.8,6.8,19.52,69.14,2.72,54.32,1,0.0,Z10,RGB,Apply Pesticide,-0.2978018546713986,0.2664900577742431,0
0.58,0.35,0.96,53,32,35,36.18,5.2,26.64,38.83,5.1,91.8,0,0.0,Z6,RGB,Irrigate,0.0072795882881629,0.2041746991088417,0
0.65,0.35,0.5,44,5,45,29.12,5.49,29.08,35.32,4.71,51.08,1,1.0,Z5,Multispectral,Apply Pesticide,-0.5776574875745645,0.0264354962990659,1
0.78,0.56,0.5,27,34,67,9.91,7.92,20.69,46.07,6.92,44.53,0,0.0,Z2,Multispectral,Irrigate,0.3382371248185207,-0.3655588315013252,1
0.54,0.37,0.5,66,35,94,19.68,5.82,24.38,79.43,4.84,84.52,0,0.0,Z7,Multispectral,Irrigate,0.3152699576239466,0.317024514389288,0
0.4,0.51,0.5,26,9,26,24.68,5.75,29.87,68.79,8.87,39.45,1,0.0,Z8,Multispectral,Irrigate,-0.4498818249900809,-0.3568426780602045,1
0.78,0.14,0.5,73,33,46,25.23,7.51,21.24,59.11,1.29,79.1,0,0.0,Z8,Multispectral,Apply Fertilizer,0.1309106264612104,0.4282810193114656,0
0.58,0.35,0.56,44,34,83,10.73,6.52,37.21,84.81,9.71,89.47,0,1.0,Z8,RGB,Apply Fertilizer,0.3617484961143858,-0.1126900530607831,0
0.45,0.44,0.5,67,27,66,25.72,7.99,38.54,25.53,9.3,75.79,0,1.0,Z5,Multispectral,Apply Pesticide,0.057408096126546,0.4123225196179076,0
0.76,0.14,0.5,20,32,64,34.0,7.45,30.17,35.08,7.98,27.68,0,0.0,Z6,Multispectral,Irrigate,0.2238410712675352,-0.2443470128823384,1
0.41,0.39,0.5,34,39,38,14.89,5.69,35.33,70.7,1.63,86.17,0,0.0,Z7,Multispectral,Apply Pesticide,0.3378715681044206,-0.2154009340305427,0
0.58,0.35,0.14,44,12,32,25.91,6.05,21.59,29.35,1.75,64.3,1,1.0,Z3,RGB,Apply Pesticide,-0.4393937064517689,-0.0219710749088667,1
0.58,0.35,0.3,21,28,44,28.37,6.77,18.64,89.69,6.99,26.83,0,0.0,Z3,RGB,Monitor,0.0948078176759267,-0.401697042394634,1
0.72,0.27,0.5,27,35,29,27.18,7.36,31.96,81.91,7.53,38.41,0,0.0,Z9,Multispectral,Apply Fertilizer,0.2491067814502827,-0.2782054320461901,1
0.58,0.35,0.42,52,35,92,34.86,6.47,34.88,25.92,9.13,58.05,0,0.0,Z2,RGB,Monitor,0.285387157545554,0.3126815473038562,0
0.36,0.17,0.5,48,18,56,12.01,7.26,18.01,88.02,6.03,46.9,1,0.0,Z2,Multispectral,Apply Pesticide,-0.1148087065614376,-0.1193727130438883,1
0.58,0.35,0.45,73,37,67,23.97,7.46,26.76,55.26,7.26,58.29,0,0.0,Z10,RGB,Apply Pesticide,0.2999783829007965,0.4782329336577178,1
0.58,0.35,0.88,61,26,67,31.8,7.0,30.18,63.55,9.23,99.25,0,0.0,Z9,RGB,Irrigate,0.0134687562122796,0.2513722570368717,0
0.58,0.35,0.65,68,41,63,16.27,5.38,31.42,47.63,4.19,30.27,0,0.0,Z1,RGB,Apply Fertilizer,0.3788371413119792,0.4571199334445053,1
0.64,0.26,0.5,65,30,53,11.78,6.91,32.26,32.28,4.24,97.4,0,0.0,Z3,Multispectral,Apply Fertilizer,0.0996717118310478,0.2534988151589624,0
0.53,0.25,0.5,67,20,81,9.57,6.44,33.11,41.97,7.25,57.66,1,0.0,Z4,Multispectral,Irrigate,-0.0589217153882489,0.3129104772807876,0
0.41,0.13,0.5,69,15,85,28.13,7.39,32.88,70.89,6.4,18.4,1,0.0,Z4,Multispectral,Monitor,-0.1633196866924209,0.4718928769826513,1
0.58,0.35,0.76,61,23,45,24.91,7.17,38.66,92.25,8.84,74.11,1,0.0,Z1,RGB,Irrigate,-0.0482874266402876,0.2007629393474878,0
0.58,0.35,0.65,46,35,58,27.65,7.11,33.47,42.08,1.29,70.22,0,1.0,Z2,RGB,Monitor,0.2528841377290378,0.1144231814931698,0
0.41,0.49,0.5,39,25,30,22.98,7.49,19.84,60.58,3.32,87.0,0,0.0,Z6,Multispectral,Apply Fertilizer,-0.0528998685199822,-0.2017216355215741,0
0.58,0.35,0.12,56,34,77,14.31,6.27,26.03,67.32,9.16,48.01,0,0.0,Z6,RGB,Monitor,0.2868210917601085,0.144000724584615,1
0.79,0.28,0.5,72,14,70,30.58,6.6,18.62,35.1,5.44,31.1,1,1.0,Z10,Multispectral,Apply Pesticide,-0.321494292176644,0.5072137667655725,1
0.41,0.37,0.5,36,38,72,10.67,5.12,35.95,47.39,6.27,91.27,0,1.0,Z3,Multispectral,Apply Fertilizer,0.37509884179438,-0.1658331384101757,0
0.58,0.35,0.8,15,32,90,10.2,5.4,23.66,68.14,4.64,18.98,0,0.0,Z4,RGB,Monitor,0.3411279534277511,-0.4765479078216671,1
0.8,0.48,0.5,69,32,87,35.04,5.3,41.73,27.6,7.88,60.02,0,0.0,Z1,Multispectral,Apply Pesticide,0.1546361193152675,0.6168093985613068,0
0.88,0.22,0.5,22,28,73,14.63,7.69,34.59,39.66,1.89,31.96,0,1.0,Z9,Multispectral,Irrigate,0.2216360271306768,-0.3124488108116842,1
0.58,0.35,0.66,35,35,24,17.62,5.59,18.56,91.5,1.73,33.0,0,0.0,Z5,RGB,Apply Fertilizer,0.1947672684628392,-0.2271718098769664,1
0.58,0.35,0.19,19,8,73,28.25,5.0,26.7,57.76,7.36,38.05,1,0.0,Z2,RGB,Apply Pesticide,-0.3800286799748183,-0.3705083982769471,1
0.58,0.35,0.64,54,5,44,18.56,6.83,19.25,57.77,9.97,81.01,1,0.0,Z1,RGB,Monitor,-0.5455624509401287,-0.0400766847246087,0
0.58,0.35,0.12,60,19,79,33.95,6.86,20.14,61.27,8.95,19.58,1,0.0,Z7,RGB,Apply Fertilizer,-0.1303876784178495,0.3270953329516131,1
0.58,0.35,0.17,27,43,71,33.53,6.97,28.76,58.8,8.47,72.79,0,0.0,Z10,RGB,Apply Fertilizer,0.4948396025306291,-0.1931933951746772,0
0.77,0.25,0.5,21,19,80,14.84,5.97,32.21,67.69,6.96,97.92,1,0.0,Z8,Multispectral,Apply Fertilizer,-0.0314060714270696,-0.4816929511966782,0
0.58,0.35,0.82,60,19,92,28.58,5.78,32.84,58.42,5.29,58.2,1,1.0,Z9,RGB,Monitor,-0.0946411979109455,0.3333591739399791,0
0.58,0.35,0.05,51,11,81,25.95,7.04,29.2,50.97,2.62,42.24,1,1.0,Z1,RGB,Apply Pesticide,-0.2769091522865868,0.1581968223621193,1
0.33,0.41,0.5,15,17,63,9.9,7.71,20.33,54.76,3.5,69.24,1,1.0,Z1,Multispectral,Apply Fertilizer,-0.0784247189323982,-0.6306202831349781,0
0.58,0.35,0.07,34,12,57,36.07,6.01,31.48,60.19,6.99,46.18,1,0.0,Z2,RGB,Irrigate,-0.3369335239804142,-0.089041210578264,1
0.4,0.54,0.5,26,25,81,28.45,7.43,38.45,53.11,4.98,44.03,0,1.0,Z8,Multispectral,Apply Pesticide,0.1325628493235882,-0.1829887990193648,1
0.58,0.35,0.61,30,39,32,19.89,5.85,32.3,31.06,4.36,16.87,0,0.0,Z4,RGB,Monitor,0.3000526502875573,-0.1332797947636864,1
0.56,0.55,0.5,59,15,43,26.06,7.58,40.25,49.53,9.14,35.23,1,0.0,Z2,Multispectral,Monitor,-0.2618935427117818,0.2654989197830354,1
0.58,0.35,0.02,36,44,87,18.01,7.87,21.45,79.13,3.2,12.58,0,1.0,Z5,RGB,Monitor,0.6432227670460097,-0.091954955238184,1
0.28,0.22,0.5,53,36,89,34.13,7.19,24.07,87.86,4.02,99.36,0,0.0,Z9,Multispectral,Irrigate,0.3443778471380447,0.1586742305304012,0
0.58,0.35,0.27,45,39,61,21.33,6.38,30.11,71.73,6.42,89.58,0,0.0,Z3,RGB,Apply Fertilizer,0.3677990954729068,-0.0258243519947631,0
0.58,0.35,0.92,72,41,28,14.02,7.45,23.87,44.87,7.82,71.22,0,0.0,Z1,RGB,Apply Pesticide,0.3037265354788432,0.3385215899622831,1
0.58,0.35,0.97,42,16,27,11.57,5.22,19.04,78.23,1.3,36.52,1,0.0,Z2,RGB,Monitor,-0.2815001559005394,-0.1792113276786986,1
0.58,0.35,0.64,70,11,81,19.85,7.57,39.67,63.8,5.02,10.29,1,0.0,Z10,RGB,Apply Pesticide,-0.2354421522013078,0.4665467900618041,1
0.58,0.35,0.18,41,18,69,11.28,6.12,18.53,72.77,8.77,35.68,1,0.0,Z6,RGB,Monitor,-0.1061217643163793,-0.1830230105564537,1
0.44,0.36,0.5,74,30,94,19.51,7.71,35.1,88.5,3.02,26.25,0,0.0,Z9,Multispectral,Irrigate,0.2768301815394793,0.5266989101761996,1
0.58,0.35,0.08,53,11,75,23.66,6.94,35.93,87.22,1.57,60.22,1,0.0,Z8,RGB,Apply Fertilizer,-0.2541047177455701,0.1272711673119559,0
0.58,0.35,0.24,74,10,90,14.16,6.51,25.18,55.56,5.84,62.77,1,0.0,Z2,RGB,Irrigate,-0.3078050174016359,0.3948498977565643,0
0.58,0.35,0.55,22,40,28,36.41,6.42,24.37,82.43,7.37,58.16,0,0.0,Z4,RGB,Irrigate,0.3091554063334188,-0.3286128624805307,1
0.49,0.54,0.5,61,22,86,34.29,5.75,21.39,59.72,5.67,75.78,1,1.0,Z1,Multispectral,Monitor,-0.0813503639886687,0.3194270164521899,0
0.58,0.35,0.39,46,30,81,35.5,5.92,32.72,69.5,2.87,91.31,0,0.0,Z2,RGB,Apply Fertilizer,0.1528262904361529,0.1227137408397228,0
0.58,0.35,0.76,65,18,76,27.96,6.18,26.07,78.48,4.97,25.92,1,0.0,Z1,RGB,Apply Fertilizer,-0.1430305863542816,0.3767534559892659,1
0.56,0.29,0.5,35,24,92,12.53,7.95,21.45,59.3,4.11,96.28,1,1.0,Z10,Multispectral,Monitor,0.1355601529566591,-0.2848288483882042,0
0.47,0.31,0.5,37,26,67,24.68,6.85,31.91,32.15,1.18,38.73,0,1.0,Z10,Multispectral,Irrigate,0.0697837305854791,-0.0077485798979819,1
0.58,0.35,0.95,60,44,22,20.47,7.63,24.34,37.53,5.31,16.24,0,0.0,Z1,RGB,Apply Pesticide,0.3834562923493072,0.2868806968759904,1
0.58,0.35,0.66,48,29,52,21.46,7.24,24.25,88.17,6.04,84.05,0,0.0,Z10,RGB,Monitor,0.1199594687128646,-0.0599809286340951,0
0.88,0.47,0.5,35,42,43,24.34,5.64,24.44,80.9,1.05,59.23,0,0.0,Z3,Multispectral,Apply Fertilizer,0.3953841618990138,-0.1377407170856672,0
0.58,0.35,0.61,63,21,32,18.85,5.7,41.38,59.86,9.7,13.13,1,0.0,Z1,RGB,Monitor,-0.1608459664685516,0.323927332433392,1
0.58,0.35,0.41,74,21,48,28.18,6.42,38.86,51.75,3.09,70.57,1,0.0,Z8,RGB,Apply Fertilizer,-0.1694837075931181,0.5326097730692727,0
0.58,0.35,0.96,62,44,59,31.6,5.65,35.03,92.47,5.02,92.44,0,0.0,Z6,RGB,Irrigate,0.4412192030564948,0.3284737996229521,0
0.78,0.26,0.5,64,28,42,15.23,7.91,33.59,28.66,2.34,89.32,0,0.0,Z1,Multispectral,Apply Pesticide,0.0413567873187042,0.2616058639948569,0
0.58,0.35,0.51,17,9,93,25.61,6.01,32.21,82.07,1.58,32.28,1,0.0,Z1,RGB,Apply Pesticide,-0.22511759825079,-0.3846894158839812,1
0.73,0.58,0.5,23,12,58,23.32,5.97,29.89,52.56,9.16,92.86,1,0.0,Z8,Multispectral,Apply Fertilizer,-0.306727457607892,-0.4267867957723316,0
0.55,0.57,0.5,18,14,46,16.56,5.36,40.4,31.17,2.53,14.78,1,1.0,Z5,Multispectral,Irrigate,-0.2458284826112751,-0.3450447606593718,1
0.6,0.43,0.5,48,42,60,25.29,6.9,20.63,28.02,7.84,20.92,0,0.0,Z3,Multispectral,Apply Pesticide,0.4052664479482093,0.1557892807084075,1
0.39,0.42,0.5,18,41,79,28.9,7.7,22.46,71.88,8.97,40.5,0,1.0,Z5,Multispectral,Apply Pesticide,0.5258172922223304,-0.378035248723118,1
0.89,0.14,0.5,16,33,55,18.97,7.19,20.11,84.89,9.0,87.87,0,0.0,Z3,Multispectral,Monitor,0.2684012642013905,-0.6101917391034596,0
0.51,0.59,0.5,41,36,33,25.83,6.73,18.86,47.57,9.02,86.29,0,0.0,Z4,Multispectral,Irrigate,0.1798803078772103,-0.1247644092525549,0
0.58,0.35,0.47,45,8,84,20.35,5.77,36.99,82.6,1.54,72.38,1,1.0,Z8,RGB,Monitor,-0.3163373777838193,-0.0153302620805577,0
0.42,0.43,0.5,29,24,38,16.81,5.42,31.46,40.39,6.18,42.84,1,1.0,Z1,Multispectral,Apply Fertilizer,-0.059096755615929,-0.2547002625386999,1
0.4,0.46,0.5,67,11,80,33.93,6.31,38.23,33.39,7.89,45.22,1,0.0,Z7,Multispectral,Apply Pesticide,-0.3476817839665803,0.5041903379746719,1
0.58,0.35,0.8,33,30,74,28.77,6.87,33.53,79.7,1.23,50.35,0,1.0,Z1,RGB,Irrigate,0.2252106402975197,-0.1024256345556794,1
0.58,0.35,0.98,18,29,90,30.78,6.41,39.51,55.35,2.42,77.72,0,1.0,Z2,RGB,Monitor,0.231303408834254,-0.2974222763284057,0
0.75,0.13,0.5,38,29,66,30.1,6.12,32.52,33.57,2.93,18.23,0,0.0,Z5,Multispectral,Monitor,0.1126983712564746,0.080716416546763,1
0.66,0.37,0.5,46,33,75,21.63,5.01,19.94,41.1,7.08,37.37,0,0.0,Z8,Multispectral,Monitor,0.1931358793283323,0.0787082874514503,1
0.54,0.22,0.5,42,41,62,26.37,5.7,35.68,77.39,5.85,39.53,0,0.0,Z8,Multispectral,Irrigate,0.4266558923858597,0.0591998216515141,1
0.58,0.35,0.43,46,17,54,31.23,6.57,41.18,86.61,9.04,21.7,1,0.0,Z7,RGB,Monitor,-0.1641051134819414,0.0954179046360681,1
0.49,0.49,0.5,67,29,62,20.75,5.74,28.67,28.66,4.31,41.78,0,0.0,Z5,Multispectral,Irrigate,0.0524634375113536,0.4361368426464299,1
0.65,0.28,0.5,61,14,51,32.44,6.35,18.25,62.19,2.25,29.63,1,1.0,Z4,Multispectral,Apply Pesticide,-0.3409911852258768,0.3050500793289127,1
0.76,0.46,0.5,67,26,75,22.06,7.75,40.17,84.6,2.34,47.73,0,1.0,Z1,Multispectral,Monitor,0.1306762164792679,0.3980698523065892,1
0.83,0.46,0.5,51,22,48,37.49,7.6,25.5,88.32,7.19,86.45,1,0.0,Z5,Multispectral,Irrigate,-0.1034907255197632,0.0686200858185692,0
0.33,0.38,0.5,17,19,68,23.71,6.5,24.22,54.5,6.07,98.23,1,1.0,Z4,Multispectral,Monitor,-0.0929897205762166,-0.514182577904663,0
0.58,0.35,0.32,30,29,20,12.3,7.96,33.28,51.21,1.68,82.57,0,0.0,Z2,RGB,Monitor,0.0925859075563002,-0.3476319073548896,0
0.35,0.1,0.5,31,5,69,23.99,5.38,24.97,83.57,4.48,79.84,1,1.0,Z6,Multispectral,Monitor,-0.4561255871788936,-0.3076032593586602,0
0.35,0.51,0.5,68,39,36,36.36,5.4,19.68,53.74,8.69,53.29,0,0.0,Z8,Multispectral,Monitor,0.1734752650812258,0.452806778780265,1
0.58,0.17,0.5,51,40,23,29.13,5.42,26.2,67.07,6.24,94.72,0,0.0,Z9,Multispectral,Monitor,0.2197537719648747,0.0804090797648651,0
0.58,0.35,0.27,15,29,34,32.69,6.86,19.9,39.06,5.43,94.35,0,0.0,Z9,RGB,Irrigate,0.0282934031672392,-0.4894408705675947,0
0.79,0.26,0.5,61,10,40,26.57,6.39,41.03,31.86,5.23,59.81,1,1.0,Z10,Multispectral,Irrigate,-0.4502739295488707,0.3145468669437457,1
0.58,0.35,0.64,49,29,63,11.47,5.27,40.42,50.62,1.53,22.89,0,0.0,Z8,RGB,Apply Fertilizer,0.147130108242708,0.1443637719409798,1
0.52,0.33,0.5,29,26,27,15.38,5.35,25.6,64.03,1.89,47.6,0,0.0,Z9,Multispectral,Apply Fertilizer,-0.0266910503018698,-0.3101810060230481,1
0.78,0.48,0.5,29,16,57,37.98,5.36,25.11,49.49,5.91,86.04,1,1.0,Z8,Multispectral,Apply Fertilizer,-0.2835815480131459,-0.2008618136990028,0
0.47,0.18,0.5,46,24,51,28.29,8.0,26.79,44.3,2.7,94.72,1,0.0,Z5,Multispectral,Monitor,-0.0386839818586658,0.0048288357381065,0
0.83,0.53,0.5,66,42,22,33.34,6.83,18.66,32.83,2.29,23.07,0,0.0,Z3,Multispectral,Apply Fertilizer,0.2527366065920272,0.4701477134973604,1
0.58,0.35,0.21,46,41,35,12.78,5.51,37.46,77.9,3.3,46.33,0,0.0,Z5,RGB,Irrigate,0.3820011584494994,0.0132633619139148,0
0.68,0.35,0.5,59,18,78,15.27,7.92,22.54,49.36,6.52,48.39,1,0.0,Z10,Multispectral,Irrigate,-0.0901467358373799,0.1609960378421873,1
0.58,0.35,0.52,50,8,75,26.31,5.83,35.42,27.1,7.96,80.48,1,0.0,Z9,RGB,Apply Fertilizer,-0.4228589822580461,0.1197688451355223,0
0.73,0.56,0.5,15,35,25,37.61,6.63,31.35,82.7,8.03,57.38,0,0.0,Z2,Multispectral,Apply Pesticide,0.2044911731832072,-0.4275234127490485,1
0.64,0.56,0.5,64,39,61,13.87,5.97,23.86,25.15,6.11,25.51,0,0.0,Z3,Multispectral,Apply Fertilizer,0.3193999868053068,0.3592382833455777,1
0.58,0.35,0.97,41,29,68,15.62,5.7,39.38,31.73,6.64,67.85,0,1.0,Z7,RGB,Apply Pesticide,0.1366906261141026,-0.0238546466787681,0
0.7,0.29,0.5,53,43,79,14.32,5.07,22.78,83.11,7.62,89.26,0,0.0,Z3,Multispectral,Apply Pesticide,0.4846544852948383,0.0507266089743023,0
0.69,0.53,0.5,21,21,56,21.02,7.08,30.84,36.19,2.51,89.28,1,1.0,Z6,Multispectral,Monitor,-0.0578375674291121,-0.4046118964035591,0
0.26,0.51,0.5,51,36,82,19.71,7.77,39.07,55.9,7.53,18.2,0,0.0,Z9,Multispectral,Monitor,0.4100354629951213,0.2045277990278373,1
0.58,0.35,0.82,65,26,65,16.67,7.12,33.5,55.69,5.28,44.84,0,0.0,Z1,RGB,Apply Fertilizer,0.0673093336058044,0.3257283904294443,1
0.58,0.28,0.5,45,42,41,15.17,6.91,41.27,48.5,5.52,80.14,0,0.0,Z10,Multispectral,Monitor,0.4227166038846085,0.0002940576972797,0
0.58,0.35,0.85,35,12,79,31.63,6.62,41.93,76.25,4.46,67.69,1,1.0,Z8,RGB,Monitor,-0.2197687256272368,-0.0887406597825916,1
0.63,0.2,0.5,66,18,42,27.57,7.58,39.14,45.7,7.86,77.42,1,1.0,Z7,Multispectral,Apply Fertilizer,-0.2270975268994815,0.3457720472709237,0
0.81,0.32,0.5,42,17,53,27.07,6.63,21.8,61.64,6.09,80.87,1,0.0,Z3,Multispectral,Apply Pesticide,-0.2230647551274292,-0.1074713418329763,0
0.58,0.35,0.16,29,19,29,35.39,7.19,31.5,35.39,5.4,86.86,1,0.0,Z3,RGB,Monitor,-0.2340875656778078,-0.2183795342681624,0
0.61,0.49,0.5,51,44,28,8.23,7.96,21.17,71.78,3.74,10.87,0,0.0,Z9,Multispectral,Apply Fertilizer,0.4828695967526893,0.0193911542239345,1
0.29,0.35,0.5,46,26,21,11.36,7.83,26.12,48.13,7.76,13.57,0,0.0,Z9,Multispectral,Monitor,-0.0013970058522038,-0.0622493715145072,1
0.82,0.17,0.5,26,29,41,24.42,5.13,24.74,31.22,8.66,79.85,0,1.0,Z6,Multispectral,Apply Pesticide,0.0121499924260781,-0.3079743429720711,0
0.58,0.35,0.51,45,23,81,36.35,7.04,21.06,37.68,1.64,90.27,1,1.0,Z10,RGB,Irrigate,-0.0397079716565761,0.0855053386858113,0
0.63,0.51,0.5,36,5,68,31.82,5.44,39.59,79.95,8.04,84.8,1,0.0,Z7,Multispectral,Apply Fertilizer,-0.4656418172875218,-0.1396937282462702,0
0.6,0.48,0.5,30,14,49,30.73,5.42,18.41,86.65,8.59,43.74,1,0.0,Z4,Multispectral,Monitor,-0.3022226089355606,-0.2812617504133176,1
0.58,0.35,0.71,56,39,62,35.13,7.38,28.58,84.66,7.92,80.81,0,0.0,Z3,RGB,Irrigate,0.3522288215431229,0.2132659705614977,0
0.58,0.35,0.21,48,35,87,24.54,5.85,27.12,56.48,9.5,10.64,0,0.0,Z6,RGB,Apply Pesticide,0.3184606200906437,0.1720101303864918,1
0.57,0.2,0.5,66,30,33,19.65,6.03,29.31,76.69,7.9,24.83,0,0.0,Z2,Multispectral,Apply Pesticide,0.0543592421825416,0.3216589969185032,1
0.82,0.59,0.5,61,12,86,17.94,6.5,40.95,74.93,7.98,26.98,1,0.0,Z5,Multispectral,Monitor,-0.1999946655948758,0.2820925647984558,1
0.61,0.27,0.5,54,9,88,12.67,5.16,20.48,77.18,1.21,37.62,1,0.0,Z9,Multispectral,Monitor,-0.3129707433765101,0.0836942748302315,1
0.58,0.35,0.04,49,30,94,17.4,6.52,38.45,57.75,7.67,22.32,0,0.0,Z4,RGB,Apply Pesticide,0.2678802804474013,0.1628662653531296,1
0.49,0.57,0.5,68,24,69,27.11,7.45,28.24,52.07,4.2,50.21,1,0.0,Z3,Multispectral,Apply Fertilizer,-0.0101550181753319,0.4258147130972765,1
0.58,0.35,0.23,64,26,93,30.03,6.77,25.86,71.27,8.82,20.5,0,0.0,Z3,RGB,Monitor,0.1024527631042286,0.4061171286938423,1
0.58,0.35,0.38,19,9,36,20.36,6.09,27.7,92.84,8.89,41.58,1,0.0,Z6,RGB,Irrigate,-0.3759248198010936,-0.5353409375211923,1
0.58,0.35,0.45,67,5,83,21.19,5.96,29.54,71.56,3.22,63.47,1,0.0,Z1,RGB,Apply Fertilizer,-0.4481227424246292,0.3238808231067671,0
0.88,0.23,0.5,59,26,83,37.94,5.92,18.84,52.71,8.97,29.46,0,1.0,Z6,Multispectral,Monitor,0.0073619921506207,0.3624533616473553,1
0.58,0.35,0.65,30,42,77,15.13,5.51,31.07,34.17,1.89,84.64,0,1.0,Z5,RGB,Apply Pesticide,0.4806664294098851,-0.1922921741518333,0
0.58,0.35,0.9,34,30,67,19.21,5.38,28.41,37.91,4.14,91.05,0,1.0,Z9,RGB,Monitor,0.1307978612562482,-0.1757818938307573,0
0.65,0.29,0.5,46,42,87,28.89,6.77,23.11,29.94,3.77,54.8,0,1.0,Z8,Multispectral,Apply Fertilizer,0.4658316069224669,0.1626406125223701,0
0.58,0.35,0.34,65,41,23,23.7,6.05,31.46,28.66,1.57,27.63,0,0.0,Z2,RGB,Apply Pesticide,0.2564372395324533,0.4507823496224086,1
0.56,0.21,0.5,68,28,48,30.09,5.57,33.03,46.61,5.13,95.05,0,1.0,Z3,Multispectral,Irrigate,-0.039422533254652,0.4173508312810288,0
